用户码,日期,客户端,性别
339172,11/15/2020,电脑,女
311673,11/16/2020,手机,女
416868,12/23/2020,电脑,女
480617,10/1/2020,电脑,男
247000,12/13/2020,手机,男
350481,10/12/2020,电脑,女
431798,1/28/2021,电脑,女
299391,12/22/2020,电脑,女
463404,11/1/2020,电脑,女
284754,11/21/2020,手机,男
492586,11/10/2020,电脑,男
315111,1/10/2021,手机,男
295945,11/2/2020,电脑,男
336694,1/8/2021,电脑,男
346604,10/18/2020,手机,男
311493,12/8/2020,手机,女
350330,10/20/2020,电脑,男
497605,10/12/2020,手机,女
455516,11/15/2020,手机,女
494064,12/22/2020,手机,女
384284,12/22/2020,电脑,女
284333,11/8/2020,电脑,男
473211,10/5/2020,电脑,男
446347,10/26/2020,手机,男
334613,12/15/2020,电脑,男
428438,11/30/2020,电脑,男
482608,10/11/2020,电脑,男
476604,1/17/2021,手机,男
395624,11/28/2020,电脑,男
380111,11/14/2020,电脑,女
411316,10/29/2020,电脑,女
448620,1/1/2021,手机,女
334683,1/1/2021,手机,男
307457,12/8/2020,电脑,男
226915,11/28/2020,电脑,男
331540,10/10/2020,电脑,女
395537,10/21/2020,电脑,女
466083,11/7/2020,电脑,女
342972,1/6/2021,手机,女
352907,11/1/2020,电脑,男
329825,12/10/2020,电脑,男
265450,1/2/2021,电脑,男
221556,10/4/2020,手机,女
434015,11/20/2020,电脑,女
465160,12/24/2020,手机,女
320575,10/9/2020,手机,男
377890,10/15/2020,电脑,女
407224,11/7/2020,手机,男
278955,11/28/2020,电脑,男
273176,10/20/2020,电脑,男
215628,12/17/2020,电脑,女
276642,10/15/2020,手机,女
371002,10/29/2020,电脑,女
318067,1/24/2021,电脑,女
341711,1/18/2021,电脑,男
342895,11/15/2020,手机,女
437642,11/12/2020,电脑,女
258515,10/29/2020,电脑,男
290151,11/22/2020,电脑,女
217904,12/2/2020,电脑,男
323448,11/6/2020,电脑,男
495107,12/18/2020,电脑,女
298428,1/25/2021,电脑,女
396289,11/17/2020,电脑,女
379579,11/13/2020,手机,女
417391,10/10/2020,电脑,男
418322,11/14/2020,电脑,女
222013,1/23/2021,手机,女
301696,12/18/2020,电脑,男
345597,1/20/2021,电脑,女
498435,11/18/2020,电脑,女
367888,1/18/2021,电脑,男
251748,1/9/2021,手机,男
316361,11/29/2020,电脑,女
401688,11/19/2020,手机,男
263020,11/1/2020,电脑,男
219142,1/8/2021,电脑,男
342287,10/9/2020,电脑,女
245583,12/7/2020,手机,女
386762,12/19/2020,电脑,女
371380,11/29/2020,手机,男
378024,11/11/2020,电脑,男
228911,10/3/2020,电脑,男
386432,10/5/2020,电脑,男
373006,11/6/2020,电脑,女
275244,12/28/2020,手机,女
277421,12/31/2020,电脑,女
455948,12/7/2020,电脑,男
366519,11/27/2020,电脑,男
298667,1/5/2021,手机,男
311169,12/5/2020,手机,女
209178,10/24/2020,手机,男
402216,11/1/2020,手机,女
488991,11/4/2020,手机,女
361679,12/31/2020,电脑,女
258419,12/23/2020,电脑,男
495419,10/8/2020,电脑,女
296621,10/12/2020,手机,男
207005,11/11/2020,手机,女
447113,12/31/2020,电脑,男
212155,1/15/2021,手机,女
375926,10/26/2020,手机,女
347328,12/3/2020,手机,女
424507,12/21/2020,电脑,男
329822,1/20/2021,电脑,男
338693,10/6/2020,手机,女
307318,12/25/2020,电脑,男
297775,11/26/2020,电脑,女
320135,1/7/2021,电脑,男
445570,11/22/2020,电脑,女
486347,12/28/2020,手机,男
313793,12/8/2020,电脑,男
452294,10/15/2020,手机,女
446461,1/21/2021,电脑,女
397272,10/29/2020,电脑,男
341329,10/1/2020,电脑,女
225079,10/1/2020,电脑,男
491105,11/15/2020,手机,男
326292,12/17/2020,电脑,女
360645,11/28/2020,电脑,男
312925,1/22/2021,电脑,男
373816,1/21/2021,电脑,女
265210,11/29/2020,手机,男
350785,11/12/2020,电脑,男
203533,1/10/2021,电脑,女
407489,11/7/2020,电脑,女
469574,12/27/2020,电脑,女
225730,12/23/2020,手机,女
290807,10/2/2020,电脑,男
310462,10/15/2020,电脑,男
206680,11/9/2020,手机,女
339841,10/4/2020,电脑,女
205187,12/8/2020,电脑,女
454111,10/6/2020,电脑,男
252548,10/6/2020,手机,男
328835,12/12/2020,手机,男
244433,12/6/2020,电脑,女
265247,1/12/2021,电脑,女
420044,10/15/2020,手机,男
281658,12/23/2020,手机,女
361420,10/17/2020,电脑,男
217144,1/2/2021,电脑,女
356660,12/16/2020,电脑,女
298119,10/28/2020,手机,男
353710,11/9/2020,电脑,女
286541,12/5/2020,电脑,男
261958,10/23/2020,电脑,女
253335,1/4/2021,手机,男
342105,10/22/2020,电脑,男
422538,10/6/2020,电脑,男
360056,12/9/2020,手机,男
359575,12/15/2020,电脑,男
217237,1/13/2021,电脑,男
409725,12/28/2020,手机,男
254420,1/4/2021,电脑,女
491934,12/2/2020,手机,女
246937,12/18/2020,电脑,男
274137,11/9/2020,电脑,男
318602,12/27/2020,电脑,男
380645,10/10/2020,手机,女
292346,10/24/2020,手机,女
489514,11/15/2020,手机,女
361987,12/5/2020,手机,女
282223,11/21/2020,电脑,女
225451,10/2/2020,电脑,男
204468,12/12/2020,电脑,女
459587,11/7/2020,电脑,男
399403,1/16/2021,电脑,男
306346,11/11/2020,电脑,女
355161,12/10/2020,电脑,女
278224,10/8/2020,电脑,男
300657,12/19/2020,电脑,男
459495,1/24/2021,手机,女
349188,1/11/2021,电脑,女
277920,1/22/2021,电脑,男
235839,12/30/2020,电脑,女
357643,11/13/2020,手机,女
441300,10/29/2020,手机,女
368647,11/20/2020,电脑,男
456276,12/23/2020,电脑,女
287684,1/10/2021,电脑,女
462982,1/17/2021,手机,男
324656,12/5/2020,电脑,女
293075,11/7/2020,电脑,男
424740,10/13/2020,手机,男
477207,1/5/2021,电脑,男
411377,1/6/2021,电脑,女
363092,10/27/2020,手机,男
345136,11/13/2020,电脑,女
318504,1/22/2021,电脑,女
496695,10/6/2020,电脑,男
467715,11/1/2020,电脑,女
462283,1/22/2021,电脑,男
264036,1/12/2021,电脑,女
364537,11/3/2020,手机,女
425993,1/3/2021,电脑,男
462813,10/22/2020,电脑,男
238167,11/22/2020,电脑,男
427481,10/25/2020,电脑,女
367459,11/30/2020,电脑,男
447701,12/2/2020,电脑,女
305860,1/18/2021,电脑,男
215141,12/20/2020,电脑,女
401972,12/26/2020,电脑,男
450896,10/23/2020,手机,女
453181,1/13/2021,电脑,女
318858,12/6/2020,电脑,男
299758,1/7/2021,电脑,女
280778,12/8/2020,手机,男
205612,1/3/2021,电脑,男
497674,10/11/2020,电脑,女
249613,12/19/2020,手机,男
493670,12/13/2020,电脑,女
394910,1/21/2021,电脑,男
360439,12/27/2020,电脑,男
406613,12/22/2020,手机,男
402891,12/20/2020,电脑,女
323791,12/3/2020,电脑,男
269722,12/16/2020,手机,男
389736,1/14/2021,电脑,男
320879,10/11/2020,电脑,女
407197,11/10/2020,电脑,女
284417,10/15/2020,手机,男
465623,12/31/2020,电脑,男
489782,11/9/2020,手机,男
465435,12/30/2020,电脑,女
386717,1/27/2021,电脑,男
314881,11/14/2020,手机,女
228558,10/27/2020,电脑,男
372219,10/10/2020,手机,男
304349,1/7/2021,电脑,男
462269,10/19/2020,电脑,男
376285,10/26/2020,电脑,女
286428,1/25/2021,电脑,女
377939,10/5/2020,电脑,女
258400,1/28/2021,电脑,男
475167,1/25/2021,电脑,男
293450,11/17/2020,手机,男
389195,10/5/2020,电脑,男
239075,11/17/2020,电脑,男
248629,1/19/2021,手机,女
400673,12/11/2020,电脑,女
420572,12/16/2020,手机,男
347246,10/31/2020,电脑,女
309882,11/18/2020,电脑,女
264833,12/11/2020,电脑,男
447533,10/25/2020,电脑,女
318783,10/9/2020,电脑,男
203389,11/26/2020,电脑,男
300730,12/29/2020,手机,男
342102,1/23/2021,电脑,女
373837,10/31/2020,电脑,女
241028,1/11/2021,电脑,男
408298,12/11/2020,手机,女
425247,12/23/2020,手机,女
291808,12/9/2020,电脑,女
473283,11/15/2020,手机,男
236195,12/21/2020,电脑,男
256048,10/8/2020,电脑,女
299973,12/22/2020,电脑,女
489912,11/6/2020,电脑,男
213949,11/12/2020,电脑,女
363995,12/19/2020,手机,男
294423,11/20/2020,电脑,女
373779,1/1/2021,手机,女
388099,11/17/2020,电脑,女
477675,11/17/2020,电脑,男
228959,10/23/2020,电脑,女
214377,12/26/2020,电脑,女
233139,10/21/2020,电脑,女
413276,12/3/2020,手机,女
407249,10/17/2020,手机,女
349484,1/10/2021,电脑,女
411825,12/16/2020,电脑,男
247863,12/21/2020,电脑,男
406603,12/3/2020,电脑,男
329121,10/20/2020,手机,女
484130,12/29/2020,电脑,女
407707,12/7/2020,手机,女
232072,11/29/2020,电脑,女
364101,1/14/2021,手机,男
484766,10/23/2020,电脑,女
215321,1/25/2021,手机,女
301290,10/10/2020,电脑,男
202984,11/3/2020,电脑,男
220145,10/2/2020,电脑,男
327563,12/9/2020,电脑,男
492738,1/13/2021,电脑,男
231733,11/26/2020,电脑,男
462073,10/12/2020,电脑,男
459346,10/14/2020,手机,男
272292,12/14/2020,电脑,女
296201,1/4/2021,电脑,男
335220,11/7/2020,手机,男
448423,12/25/2020,电脑,男
474493,1/27/2021,手机,女
380011,11/16/2020,电脑,男
227749,12/25/2020,电脑,女
368644,11/2/2020,手机,男
364615,1/20/2021,电脑,男
337789,11/1/2020,手机,女
413895,12/31/2020,电脑,男
262341,12/3/2020,手机,男
473974,1/15/2021,电脑,女
281863,11/6/2020,手机,男
213056,11/5/2020,手机,女
258435,1/22/2021,电脑,女
245679,10/19/2020,电脑,女
340511,1/8/2021,电脑,男
499297,10/27/2020,手机,男
361606,12/2/2020,手机,女
350213,1/28/2021,电脑,男
305089,11/2/2020,手机,女
362651,1/24/2021,电脑,女
490522,12/10/2020,电脑,男
391983,1/23/2021,电脑,女
227246,1/21/2021,电脑,男
433940,10/26/2020,电脑,男
365578,1/20/2021,手机,男
462244,12/22/2020,电脑,女
281760,1/13/2021,手机,女
425738,1/10/2021,电脑,男
450467,10/18/2020,电脑,女
201894,11/12/2020,手机,女
493414,10/2/2020,电脑,女
282523,12/3/2020,电脑,男
357816,1/15/2021,手机,男
465286,12/29/2020,手机,女
485788,11/21/2020,手机,男
473080,1/19/2021,手机,男
367416,10/18/2020,手机,男
256827,12/22/2020,手机,女
471152,12/8/2020,手机,男
317697,10/5/2020,手机,男
406605,10/24/2020,电脑,女
498417,11/9/2020,电脑,男
305122,11/10/2020,手机,女
254017,11/22/2020,电脑,女
263488,11/5/2020,手机,女
373077,1/7/2021,手机,男
443739,1/27/2021,电脑,女
286060,11/1/2020,电脑,男
254122,10/29/2020,电脑,男
288025,11/20/2020,手机,女
491225,1/4/2021,电脑,男
375048,1/28/2021,电脑,女
260264,1/5/2021,手机,女
465102,11/20/2020,电脑,女
460676,12/18/2020,电脑,女
409255,11/28/2020,电脑,男
480967,11/29/2020,手机,男
493549,1/27/2021,手机,男
322877,11/18/2020,电脑,女
424437,1/18/2021,手机,女
373043,10/25/2020,手机,女
396683,1/25/2021,电脑,女
263659,1/3/2021,电脑,男
225589,1/15/2021,手机,女
484035,11/16/2020,电脑,女
461326,11/22/2020,手机,女
368190,12/8/2020,电脑,女
330784,1/18/2021,电脑,男
452407,11/15/2020,电脑,男
334607,1/25/2021,电脑,男
316641,10/12/2020,手机,女
448711,11/4/2020,手机,男
334114,11/25/2020,电脑,男
340447,10/30/2020,手机,女
435175,1/20/2021,电脑,男
422676,12/12/2020,手机,女
430844,11/24/2020,电脑,男
339390,12/3/2020,电脑,女
258901,12/10/2020,电脑,男
302120,12/8/2020,电脑,男
475456,10/20/2020,电脑,女
380678,1/27/2021,电脑,女
266309,11/6/2020,电脑,男
347983,12/24/2020,手机,女
447514,10/1/2020,电脑,男
245147,1/2/2021,电脑,男
270712,10/7/2020,手机,男
336066,1/15/2021,电脑,女
311274,11/23/2020,电脑,女
350228,11/20/2020,电脑,女
229441,10/16/2020,电脑,男
399695,1/10/2021,电脑,女
312364,11/14/2020,手机,女
464866,12/23/2020,手机,女
274190,1/16/2021,电脑,女
293876,11/8/2020,电脑,女
327012,1/23/2021,电脑,女
239169,1/24/2021,手机,女
255741,10/13/2020,电脑,女
346336,12/26/2020,手机,男
270447,1/9/2021,手机,女
405045,12/19/2020,电脑,女
433372,11/14/2020,电脑,男
234726,11/28/2020,电脑,女
464229,10/12/2020,手机,女
351480,1/16/2021,电脑,男
423984,1/19/2021,电脑,男
264692,1/20/2021,手机,女
270681,10/8/2020,手机,男
404788,10/31/2020,电脑,男
454541,11/26/2020,电脑,女
456431,10/13/2020,电脑,男
344024,12/3/2020,电脑,女
459106,11/4/2020,手机,女
219150,10/20/2020,手机,男
442734,1/8/2021,电脑,男
247671,11/1/2020,电脑,男
314639,11/5/2020,电脑,男
332109,12/22/2020,电脑,女
474856,1/11/2021,电脑,女
491068,10/31/2020,手机,女
240247,10/14/2020,电脑,女
431339,10/1/2020,电脑,男
459550,11/14/2020,电脑,女
478177,11/9/2020,电脑,男
324768,11/5/2020,手机,女
459580,11/1/2020,电脑,女
482939,12/30/2020,电脑,女
281872,12/19/2020,手机,女
250348,10/18/2020,手机,女
318001,12/8/2020,电脑,男
419372,1/2/2021,电脑,男
465471,10/21/2020,手机,女
324412,11/8/2020,电脑,男
455968,1/16/2021,电脑,男
492675,11/18/2020,手机,女
435256,1/14/2021,电脑,男
440835,10/5/2020,电脑,男
361413,1/22/2021,电脑,男
350748,11/28/2020,电脑,女
397325,12/1/2020,电脑,男
317627,1/15/2021,电脑,女
397162,10/29/2020,电脑,女
395372,11/28/2020,手机,男
371796,10/6/2020,电脑,男
250554,10/3/2020,电脑,男
480203,11/9/2020,手机,男
498907,12/14/2020,手机,男
380925,12/11/2020,手机,男
442248,10/12/2020,电脑,女
320883,12/23/2020,电脑,男
359967,10/7/2020,电脑,女
369074,1/7/2021,电脑,女
493517,1/20/2021,电脑,男
492916,10/13/2020,电脑,女
279571,1/25/2021,电脑,女
356303,11/4/2020,手机,女
433166,12/21/2020,电脑,男
395429,11/7/2020,手机,男
419859,11/7/2020,手机,女
276513,11/18/2020,手机,女
407289,1/15/2021,电脑,女
205287,11/13/2020,手机,男
425613,11/12/2020,电脑,男
333110,10/19/2020,手机,男
326250,10/14/2020,电脑,男
264292,10/4/2020,电脑,男
272230,1/20/2021,电脑,女
460342,11/8/2020,电脑,男
306354,11/17/2020,手机,女
462131,12/8/2020,电脑,男
204378,10/30/2020,手机,女
213272,10/28/2020,电脑,男
225512,11/28/2020,电脑,男
499970,11/3/2020,电脑,男
498056,11/27/2020,手机,男
235343,11/23/2020,电脑,女
272281,10/31/2020,手机,女
330062,12/17/2020,手机,男
286886,12/7/2020,手机,女
432894,11/24/2020,手机,男
387343,1/25/2021,电脑,男
204770,10/8/2020,手机,男
387628,1/24/2021,电脑,男
356544,11/29/2020,电脑,男
393080,1/28/2021,电脑,女
294381,10/2/2020,电脑,男
459143,1/1/2021,手机,男
453651,1/3/2021,手机,男
338589,1/8/2021,电脑,男
202103,11/28/2020,电脑,女
255341,1/16/2021,电脑,男
477341,11/21/2020,电脑,男
363887,11/16/2020,手机,男
434948,11/20/2020,电脑,男
493644,1/8/2021,电脑,男
261952,10/25/2020,手机,女
329981,1/3/2021,电脑,女
488675,11/11/2020,电脑,女
494597,11/26/2020,手机,男
287880,10/6/2020,手机,女
372109,10/15/2020,电脑,男
352906,1/27/2021,手机,女
285695,11/25/2020,电脑,女
309350,10/20/2020,电脑,男
486612,11/8/2020,电脑,女
435925,10/29/2020,电脑,男
466411,1/22/2021,电脑,男
288084,12/4/2020,手机,女
437688,11/23/2020,电脑,男
453955,12/12/2020,电脑,男
474895,10/5/2020,手机,女
450380,12/26/2020,电脑,女
392233,11/18/2020,手机,女
401683,1/28/2021,手机,男
364639,11/14/2020,手机,女
277198,1/23/2021,电脑,女
440037,1/2/2021,手机,女
469753,11/28/2020,电脑,女
305354,10/14/2020,电脑,女
470237,1/25/2021,电脑,女
237566,1/24/2021,电脑,男
318911,10/6/2020,电脑,女
270469,11/25/2020,手机,男
381939,11/13/2020,电脑,男
315633,12/4/2020,手机,女
451618,1/2/2021,电脑,男
497627,10/22/2020,电脑,女
382362,1/11/2021,电脑,男
490306,11/1/2020,电脑,男
479987,11/25/2020,电脑,男
370595,12/11/2020,电脑,男
383160,1/21/2021,电脑,女
229448,10/9/2020,手机,女
321809,11/15/2020,手机,男
471924,1/7/2021,手机,男
382617,12/3/2020,手机,女
354642,12/29/2020,电脑,女
378884,10/21/2020,手机,女
284467,12/6/2020,手机,男
294437,10/5/2020,电脑,女
317297,11/20/2020,电脑,女
201859,12/2/2020,电脑,女
246695,1/17/2021,电脑,男
290058,12/8/2020,电脑,女
383462,12/20/2020,电脑,女
282794,1/17/2021,电脑,女
278150,11/16/2020,电脑,男
425717,12/30/2020,手机,女
284317,11/2/2020,电脑,男
256881,11/21/2020,电脑,女
314693,12/26/2020,电脑,男
487568,12/26/2020,手机,女
372694,1/14/2021,电脑,男
222917,11/5/2020,电脑,男
459104,12/31/2020,手机,女
301721,11/19/2020,电脑,女
255111,10/31/2020,电脑,女
208750,12/31/2020,电脑,女
239958,11/8/2020,电脑,女
468897,12/14/2020,电脑,女
364573,12/12/2020,电脑,男
394410,12/15/2020,电脑,男
431396,11/7/2020,电脑,女
447313,11/30/2020,电脑,男
275099,12/25/2020,电脑,女
224841,11/15/2020,手机,女
371056,12/18/2020,电脑,女
310485,11/4/2020,手机,女
392114,10/19/2020,电脑,男
388974,1/12/2021,电脑,女
484767,12/29/2020,电脑,女
453650,1/26/2021,手机,女
204177,12/8/2020,电脑,女
274952,1/23/2021,电脑,男
339364,11/20/2020,电脑,女
406879,1/13/2021,电脑,女
324325,12/18/2020,手机,男
349730,12/14/2020,手机,女
367763,11/23/2020,电脑,女
358603,12/21/2020,电脑,男
498881,12/2/2020,手机,男
267406,11/4/2020,手机,女
434262,1/27/2021,手机,男
213064,1/27/2021,手机,男
265130,11/29/2020,电脑,女
339395,1/14/2021,手机,男
358226,10/9/2020,手机,女
461406,1/6/2021,手机,男
359488,10/3/2020,电脑,女
386247,1/8/2021,电脑,男
208960,10/8/2020,手机,男
281652,10/1/2020,电脑,男
291908,11/10/2020,电脑,女
283442,1/5/2021,电脑,男
265325,11/25/2020,电脑,女
464180,11/13/2020,手机,女
430712,10/31/2020,手机,男
307366,1/6/2021,电脑,男
488779,11/23/2020,手机,女
438157,10/6/2020,手机,女
491417,11/2/2020,电脑,女
211622,11/11/2020,电脑,男
337134,1/15/2021,电脑,女
414054,12/4/2020,手机,女
288182,10/3/2020,电脑,女
242042,10/10/2020,手机,男
377751,10/5/2020,手机,男
385603,12/8/2020,电脑,男
316324,1/5/2021,电脑,女
425535,11/16/2020,电脑,男
244636,12/16/2020,电脑,女
332195,1/20/2021,手机,女
415783,12/21/2020,手机,女
266695,12/30/2020,电脑,女
499717,11/11/2020,电脑,女
375988,10/22/2020,手机,女
323696,1/2/2021,电脑,女
388805,1/23/2021,手机,女
204884,12/13/2020,手机,男
217187,1/16/2021,电脑,女
495030,1/10/2021,电脑,女
258455,12/30/2020,电脑,男
350774,1/28/2021,电脑,男
389820,1/28/2021,电脑,男
492932,10/16/2020,电脑,女
292957,12/18/2020,手机,男
452467,11/9/2020,电脑,男
356917,11/20/2020,电脑,男
443160,12/28/2020,手机,男
255835,11/9/2020,电脑,男
492178,12/4/2020,手机,女
263214,1/14/2021,电脑,男
258505,1/14/2021,电脑,男
419049,1/24/2021,手机,男
449276,10/26/2020,手机,女
264173,1/28/2021,电脑,男
464788,11/27/2020,电脑,女
398537,12/10/2020,电脑,男
403588,11/4/2020,电脑,女
487014,12/9/2020,电脑,男
383409,11/16/2020,手机,女
497058,1/25/2021,手机,女
488148,10/1/2020,电脑,女
365089,1/6/2021,手机,男
340989,11/20/2020,手机,男
491763,1/27/2021,手机,女
222516,11/20/2020,电脑,男
409823,10/20/2020,电脑,男
251392,1/11/2021,电脑,女
367132,11/2/2020,手机,男
224373,10/31/2020,手机,男
443377,10/21/2020,电脑,男
499899,12/22/2020,电脑,男
389928,10/20/2020,手机,女
283237,10/27/2020,手机,男
460800,1/26/2021,电脑,女
431831,10/9/2020,电脑,女
434253,11/5/2020,手机,女
265921,12/26/2020,电脑,男
248847,10/23/2020,电脑,女
420798,10/13/2020,电脑,女
270494,10/10/2020,电脑,女
302570,11/15/2020,手机,女
478214,1/11/2021,手机,男
223688,1/23/2021,电脑,男
241655,1/1/2021,电脑,男
444642,12/29/2020,手机,男
212822,10/15/2020,电脑,男
356757,12/3/2020,电脑,女
446833,12/19/2020,电脑,女
360558,10/2/2020,手机,女
213759,1/8/2021,手机,男
327608,10/3/2020,电脑,女
428256,11/30/2020,手机,男
366986,12/24/2020,电脑,男
347431,10/8/2020,电脑,男
211311,12/14/2020,电脑,女
302096,1/10/2021,电脑,男
337480,11/14/2020,电脑,男
387146,12/15/2020,手机,男
333180,1/22/2021,手机,女
361475,10/15/2020,电脑,男
205983,11/13/2020,手机,男
261359,10/14/2020,手机,男
382095,11/12/2020,电脑,男
242555,1/10/2021,电脑,女
251695,1/24/2021,电脑,男
382526,12/30/2020,电脑,男
385057,1/17/2021,电脑,男
483670,1/28/2021,电脑,女
432659,12/5/2020,电脑,女
469999,10/10/2020,手机,女
229027,10/15/2020,手机,女
401401,10/30/2020,电脑,女
218370,12/17/2020,电脑,男
